Date,Open,High,Low,Close,Adj Close,Volume
2021-09-28,171.500000,174.500000,171.000000,173.500000,160.064957,515958
2021-09-29,171.000000,173.000000,170.500000,172.000000,158.681122,421604
2021-09-30,173.000000,177.000000,173.000000,177.000000,163.293945,747262
2021-10-01,176.000000,177.000000,172.000000,173.000000,159.603683,813477
2021-10-04,173.500000,174.000000,171.000000,171.500000,158.219833,340026
2021-10-05,170.500000,173.000000,170.000000,173.000000,159.603683,374659
2021-10-06,173.500000,175.000000,172.500000,173.000000,159.603683,324292
2021-10-07,173.000000,177.500000,173.000000,177.000000,163.293945,453072
2021-10-08,177.500000,179.000000,177.000000,177.500000,163.755219,281917
2021-10-12,176.000000,183.000000,176.000000,182.000000,167.906769,907318
2021-10-13,182.000000,182.000000,174.000000,177.000000,163.293945,821668
2021-10-14,178.000000,178.500000,175.500000,176.000000,162.371368,355683
2021-10-15,179.000000,181.500000,178.000000,180.000000,166.061630,584241
2021-10-18,181.000000,182.000000,177.500000,177.500000,163.755219,617410
2021-10-19,178.000000,181.000000,177.500000,181.000000,166.984192,440210
2021-10-20,182.000000,184.000000,180.000000,184.000000,169.751892,730192
2021-10-21,181.500000,184.000000,180.500000,182.000000,167.906769,1291755
2021-10-22,182.000000,184.500000,181.000000,184.000000,169.751892,599339
2021-10-25,184.000000,184.500000,182.000000,182.500000,168.368042,304684
2021-10-26,182.500000,184.000000,181.500000,182.500000,168.368042,266559
2021-10-27,180.000000,185.000000,180.000000,185.000000,170.674454,255444
2021-10-28,185.000000,185.000000,182.500000,184.000000,169.751892,203110
2021-10-29,184.000000,184.000000,182.000000,183.500000,169.290604,182412
2021-11-01,183.000000,183.000000,180.000000,181.500000,167.445480,316747
2021-11-02,181.500000,184.000000,181.500000,182.000000,167.906769,331621
2021-11-03,183.000000,183.500000,182.000000,182.500000,168.368042,234122
2021-11-04,183.000000,187.500000,183.000000,185.000000,170.674454,536332
2021-11-05,186.500000,186.500000,183.000000,184.500000,170.213181,319450
2021-11-08,184.500000,186.500000,184.500000,185.000000,170.674454,381135
2021-11-09,185.500000,185.500000,184.000000,184.500000,170.213181,510310
